trackName,artistName,msPlayed
The Curse of Curves,Cute Is What We Aim For,165031
Kiss,Prince,164601
Homealone,Monte Booker,164177
That's Life (feat. Mac Miller & Sia),88-Keys,164153
Havana (feat. Young Thug),Camila Cabello,163954
Teen Town,Weather Report,163750
OMG - Instrumental,RL Grime,163598
OMG - MYRNE Remix,RL Grime,163453
Mannequin Challenge (feat. Juice WRLD),Young Thug,163423
"Rum Is for Drinking, Not for Burning",Senses Fail,163253
What Do You Do (feat. NAV),A$AP Ferg,162863
Joyride,Kevin Abstract,162847
Deep,Summer Walker,162795
THat Part - Black Hippy Remix,ScHoolboy Q,162721
Hoe Cakes,MF DOOM,162518
Spaz (feat. YBN Nahmir),Bhad Bhabie,162264
Rumba Mama,Weather Report,161990
Heartbreak & Drugs Don't Mx Well,Seezyn,161877
Relative,Rico Nasty,161760
Say Cheese And Die,$uicideBoy$,161750
GOT IT GOOD,KAYTRANADA,161618
Musty,Shoreline Mafia,161557
Ain't Worried,Felly,161489
Top (feat. Pi'erre Bourne),Playboi Carti,161469
R.I.P. Fredo (feat. Young Nudy) - Notice Me,Playboi Carti,161200
Anti Social,SOB X RBE,161097
Foreign,Trey Songz,161017
Always This Late,ODESZA,160941
No Sense,Justin Bieber,160720
HOW BOUT THAT?,Quavo,160644
Gravy n’ Biscuits,Injury Reserve,160502
Just How It Is,Young Thug,159950
All Quiet on the West Side,Injury Reserve,159821
Redemption (feat. SZA),Jay Rock,159773
All Night,Girls' Generation,159614
Audi.,Smokepurpp,159521
Reefer,eery,159388
The Race - Remix,Tay-K,159329
LOVE. FEAT. ZACARI.,Kendrick Lamar,159224
Put Me Thru,Anderson .Paak,158990
Serve It Up,Trey Songz,158858
Domo23,"Tyler, The Creator",158760
Shine,P-Lo,158729
Fire,KIDS SEE GHOSTS,158704
4th Dimension,KIDS SEE GHOSTS,158659
Gyalchester,Drake,158544
Whoa,Snoh Aalegra,158240
No Option,Post Malone,158100
Beautiful Now,Zedd,158011
Child Of Nature - Esher Demo,The Beatles,157773
Outstanding (feat. 21 Savage),SahBabii,157663
Being For The Benefit Of Mr. Kite! - Remastered 2009,The Beatles,157533
Fire Starter,Trippie Redd,157500
Always On Time,Ja Rule,157310
Mind Mischief,Tame Impala,157083
DR. WHOEVER,Aminé,157064
clickbait,Logic,157000
Smoke - Remix,Blood Orange,156984
1488,JPEGMAFIA,156909
The One,Jorja Smith,156774
I Wanna C U,Blood Orange,156722
Kolors,Monte Booker,156556
On Sight,Kanye West,156480
Won't Let You Go,FRENSHIP,156247
Childs Play (feat. Chance the Rapper),SZA,155980
OG Beeper,A$AP Rocky,155893
Sneeze (feat. Kehlani),P-Lo,155571
So What? - Episode 01,Vince Staples,155362
BULLETS,KAYTRANADA,155280
Ghostface Killers,21 Savage,155018
Reckless,Healy,154880
Quit (feat. Ariana Grande),Cashmere Cat,154702
HOOPTI,Smino,154700
Curiosity,LOOΠΔ,154677
All Mine,Kanye West,154278
you're not like everyone else,sagun,153846
Something To Do,Blood Orange,153804
Hold You Now (feat. Danielle Haim),Vampire Weekend,153786
Fire,SiR,153560
Hotel Room Service,Pitbull,153465
SUMMER SALT (with Bari),Smino,153302
Down On Me,Jeremih,153065
Dr. Seuss,Tierra Whack,152856
Uber Everywhere (feat. Travis Scott),MadeinTYO,152097
My Tears Are Becoming A Sea,M83,151826
Girl - Remastered 2009,The Beatles,151720
That’s Why (with GOLDN),ILLENIUM,151657
Braille (feat. Bas),Ab-Soul,151499
LA LA,Ski Mask The Slump God,151372
Midnight Blues,UMI,151114
Cruisin' in The MIA,Pouya,151111
Beam (feat. Playboi Carti),88rising,151073
BUMP,BROCKHAMPTON,151038
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,150997
Fallin,Felly,150781
She Live (feat. Megan Thee Stallion),Maxo Kream,150576
Got It,Jaden,150492
Body Language - Intro,Kali Uchis,150290
Hell Of A Life,Kanye West,150202
Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,150080
Rap Saved Me,21 Savage,149480
Got To Get You Into My Life - Remastered 2009,The Beatles,149240
"Denzel Curry talks Bad Brains ""I Against I""",Under Cover,149055
Drugs You Should Try It,T. Scott,148882
FIND HIM!,Comethazine,148657
ocean eyes,Billie Eilish,148495
What's My Age Again?,blink-182,148360
Triggered (freestyle),Jhene Aiko,148230
George Jeff,Jaden,147619
THat Part,ScHoolboy Q,147474
Dejection,$uicideBoy$,147188
MOOO!,Doja Cat,146848
Massage Seats,Freddie Gibbs,146813
I Been Waitin,Big K.R.I.T.,146754
Reptilia,The Strokes,146730
I Mean It (feat. Remo),G-Eazy,146723
The Rockers (feat. Wiz Khalifa),Action Bronson,146613
hardly,eery,146493
Seven Years,Saosin,146413
One More Time,Daft Punk,146357
The Reason,Hoobastank,146266
Rather Be (feat. Jess Glynne),Clean Bandit,146201
In My Dreams,Kali Uchis,146056
Goin Baby,DaBaby,146034
The Plan,DaniLeigh,146000
BLACKLAND 66.6,Denzel Curry,145960
Luh U (feat. Bosko),P-Lo,145930
Type Beat,P-Lo,145670
Roll Up,Wiz Khalifa,145603
Hurt,Oliver Tree,145558
D Rose,Lil Pump,145499
First Fuck,6LACK,145093
Alright,Kendrick Lamar,144642
No Favors,Big Sean,144627
House (feat. Mike Sherm),P-Lo,144459
Mula (feat. Kanye West),The Game,144403
Happy Without Me,Chloe x Halle,144145
Wintertime,YBN Cordae,143700
Lonely Soul (feat. Punch) / / / The Law (Prelude) [feat. SZA],Ab-Soul,143577
Passionfruit,Drake,142137
i don't want to say too much,sagun,142105
At Fault - Instrumental,Medasin,141875
Welcome to the Booty Tape,Ugly God,141641
Pussy,Young Thug,141493
Pony,DaBaby,141329
Miracle Man,Oliver Tree,141309
Spikes,Death Grips,141125
Respect My Cryppin’,Blueface,141036
Album of the Year - Freestyle,J. Cole,141015
Out Of Your League,Blood Orange,140923
Therapy,LeRoyce,140854
"My Neck, My Back (Lick It)",Khia,140633
No One Cares,Atreyu,140595
Dope Peddler,2 Chainz,140569
Blue,Hope Tala,140120
F&N,Future,140104
!,Trippie Redd,139921
Chewing Gum,Blood Orange,139905
Rock N Roll Is Dead,JPEGMAFIA,139497
Dunno,Mac Miller,139417
S on Ya Chest,Injury Reserve,139147
High,Alina Baraz,139014
Confident,Justin Bieber,138610
She Wish She Was,YG,138560
New Slaves,Kanye West,138488
2MG,Wifisfuneral,138476
Good Enough,Alison Wonderland,138407
Out Of Sight,Logic,137946
Telephono De Casa,Lil House Phone,137904
Glass Onion - Remastered 2009,The Beatles,137840
Last Day . . .,Shallou,137833
CHERRY BOMB,"Tyler, The Creator",137680
Soul Clappin',Sly & The Family Stone,137530
She (Featuring Frank Ocean),"Tyler, The Creator",137375
CLONES,Tierra Whack,137249
Ratchet,Megan Thee Stallion,137233
Happy Now - MXXWLL Remix,Zedd,137212
Introspective,Oliver Tree,136869
Happiness,Blood Orange,136767
LA Lisa (feat. Smino),SiR,136334
Pika,Flume,136159
King of Carrot Flowers Pt. 1,Neutral Milk Hotel,136053
[untitled],Neutral Milk Hotel,136026
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,135906
Skin,Dijon,135840
I Am The Greatest,Logic,135817
Flying - Remastered 2009,The Beatles,135520
Hoes Mad,Famous Dex,135344
JUNKY,BROCKHAMPTON,135277
Bad Company (feat. BlocBoy JB),A$AP Rocky,135274
Run,Katori Walker,135266
Mac 10,Trippie Redd,135174
Semi-Charmed Life,Third Eye Blind,135070
Like A Soccer Mom,Ski Mask The Slump God,135026
good day,21 Savage,134993
Sex Talk,Megan Thee Stallion,134874
In My Feelings,Drake,134688
Piano Man,Billy Joel,134373
Wallflower,Whethan,134302
M.... She Wrote,Tay-K,133876
Teenagers,My Chemical Romance,133839
Love Scars,Trippie Redd,133679
Pump It,The Black Eyed Peas,133602
Better In Color,Lizzo,133058
TenTenths,Injury Reserve,133050
Love$ick (feat. A$AP Rocky),Mura Masa,132787
Twilight,Anderson .Paak,132728
Freak Nasty,Megan Thee Stallion,132576
Harlequin,Weather Report,132430
untitled 03 | 05.28.2013.,Kendrick Lamar,132398
Womp Womp,Valee,131877
Low Lights,Kanye West,131773
Koruna & Lime (Feat. A-Trak),Injury Reserve,131726
Happy Now,Kygo,131624
A Way To Say Goodbye,Seven Lions,131564
No Sad No Bad,KILLY,131500
Chariot Of Fire,$uicideBoy$,130977
Out Of My Head (feat. Tove Lo and ALMA),Charli XCX,130587
Feels Like Summer,Vince Staples,130360
Friends - Edit,Flume,129697
Prevail in Hell,Pissgrave,129634
Twinbow,Slushii,129515
Hometown,Katori Walker,129474
Love Scars 3,Trippie Redd,129429
Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,129244
No Brainer,DJ Khaled,129133
Get Up Offa That Thing,James Brown,128940
Fast in My Car,Paramore,128820
Fuck Ugly God,Ugly God,128669
Contagious,Avril Lavigne,128545
THRU THE NIGHT (feat. Bryson Tiller),Jack Harlow,128409
Reunion,M83,128210
Gasoline (feat. Young King Dave),Yung Gravy,128003
Running Up Freestyle,Megan Thee Stallion,127940
Paradise - Extended,Big Sean,127899
Priorities,Lil Yachty,127717
Still Ballin (feat. Wiz Khalifa),Logic,127586
Angels (feat. Saba),Chance the Rapper,127581
Hi This Is Flume,Flume,127536
Devil,Jutes,127520
Love Is Alive,Louis The Child,127040
Cocoa Butter Kisses,Chance the Rapper,127012
early mornings,eevee,126968
Higher Ground (feat. Naomi Wild),ODESZA,126889
this girl,Elijah Who,126879
Takeaway,The Chainsmokers,126599
White,Odd Future,126577
When in Rome,Mac Miller,126476
Start a Riot,Duckwrth,126378
Try It,DJ Mamba,126010
Lvndr,Lilac,125284
worst day,sagun,125142
Monte Carlo (feat. WET),Toro y Moi,125133
Tiff Freestyle,GoldLink,125028
BROKEN GIRLS,Saba,124984
Unbothered,Omar Apollo,124954
King Kunta,Kendrick Lamar,124300
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,124240
With You,Chris Brown,124062
Little Black Submarines - Radio Edit [radio edit],The Black Keys,124018
Underwear,JID,123988
Intro,Mac Ayres,123920
ZEZE (feat. Travis Scott & Offset),Kodak Black,123593
Venom,$uicideBoy$,123575
SUU WHOOP,YG,123506
At the Door,Lil Pump,123428
Her,eery,123207
BREAKDALAW2K16,$uicideBoy$,123154
BYOB (Be Your Own Boss),Tiny Meat Gang,123000
Fast Lane,Bad Meets Evil,122960
Stash (feat. Blueface),Tyga,122888
Everybody Dies In Their Nightmares,XXXTENTACION,122489
COUNT ME IN,Lil Yachty,122379
Mr. Call You Back,Deaton Chris Anthony,122280
King Tulip,$uicideBoy$,121834
Bad Guy (Billie Eilish Cover),NoMBe,121757
Best of Me,A Day To Remember,121755
Pecans (feat. Terrace Martin),Smino,121521
MAMA,6ix9ine,121516
Big Body,ScHoolboy Q,121226
Repeat,Smokepurpp,121000
Zimzalabim,Red Velvet,120670
Miss America,J. Cole,120494
And Your Bird Can Sing - Remastered 2009,The Beatles,120493
What Am I To Do,Felly,120472
Best Love Song,T-Pain,120245
Don't Turn It Off - Energize Version,Go2,120023
On My Own,Jaden,119947
SUGARPARENTS (feat. Rico Nasty),Aminé,119920
Brenda,Isaiah Rashad,119886
Sex Shooter - Originals Version,Prince,119537
I Tell the Truth,OHNO,119178
Dat $tick,Rich Brian,119123
Purple Emoji (feat. J. Cole),Ty Dolla $ign,119033
The Prayer,Trv. Scout,118997
Yes Indeed,Lil Baby,118780
Please Shut Up,A$AP Mob,118656
Beautiful (feat. Camila Cabello),Bazzi,118569
LOW DOWN DERRTY BLUES,Smino,118539
No Sleep Leak,Lil Uzi Vert,118535
Can’t,SOB X RBE,118413
MY POWER,Nija,118407
See U Never,NIKI,118344
Good Times Interlude,YG,118301
Do You Believe In God?,$uicideBoy$,118073
Don't Come To LA,YG,118050
Lost In The Sauce - Bonus Track,Ugly God,117799
"Color Me True - Live at the Fillmore East, New York, NY [Show 1] - October 4, 1968",Sly & The Family Stone,117620
The Boss,James Brown,117480
Live for the Night,Krewella,117320
Communist Daughter,Neutral Milk Hotel,117306
When You Were Mine,Prince,117106
U Mad,Vic Mensa,117060
Shhh / Peaceful - LP Mix,Miles Davis,116650
Think Twice (feat. Lil Skies),YBN Almighty Jay,116626
BUSHY B INTERLUDE,Denzel Curry,116591
Always Want More,Larry June,116490
Zipporah,GoldLink,116317
ilomilo,Billie Eilish,116202
Era - Instrumental,RL Grime,116128
Win You Over,Whethan,115951
TEST DRIVE,Joji,115378
My Perception,YG,115224
Real Nega,JPEGMAFIA,115008
Introduction (instructions),XXXTENTACION,114986
Blood (with Foy Vance),ILLENIUM,114957
Just a Sec,eery,114743
Summit (feat. Ellie Goulding),Skrillex,114399
Mercury: Retrograde,Ghostemane,114079
IFYB,Tiny Meat Gang,113932
Please Don't Leave Me,Uboa,113882
WANTED U,Joji,113553
EdEddnEddy,JID,113481
Swimming,Kero Kero Bonito,113371
Tampa Bay Bustdown,Yung Gravy,113306
We Might Fall,Ghastly,113195
The Fool,Neutral Milk Hotel,113146
Shut Up!,Simple Plan,113081
Foreign,Lil Pump,112941
No Sleep,Wiz Khalifa,112720
Famous,Kanye West,112714
Suplexes Inside of Complexes and Duplexes,Mac Miller,112208
Coziest,A$AP Mob,112158
Smellin Like A Re-Up,Smino,111883
100 Racks (Offset feat. Playboi Carti),Quality Control,111685
Bubblin,Anderson .Paak,111184
By The Bridge,Logic,111000
rains,sagun,111000
Use Me,Kevin Abstract,110813
Save Yourself,The Chainsmokers,110762
Around Me,Brent Faiyaz,110540
Feeling Myself,Nicki Minaj,110466
Hard To Tell,$uicideBoy$,110359
Scared to Be Lonely,Martin Garrix,110074
Boy Back (feat. NAV),Young Thug,110074
Pillow Fight (feat. vbnd),Yung Gravy,109986
Pill,D Savage,109689
Bart Simpson,Princess Nokia,109510
Optometry,eery,109500
Yuck,Logic,109500
God's Plan,Drake,109190
Come Back Baby,Pusha T,109171
Cereal and Water,cupcakKe,108068
I Like It,Cardi B,107530
She Makes Magic,Big Wild,107530
LOST IN LOVE,BROCKHAMPTON,107476
Lookin,Playboi Carti,107471
I Cannot Fucking Wait Til Morrissey Dies,JPEGMAFIA,107390
Shadows,Mac Ayres,107205
YSL,Warhol.SS,107066
Nasty World (Skit),Rico Nasty,106987
Coupe Se' Yern,Smino,106947
Purple Rain,Prince,106837
Cupid,pH-1,106781
So What,Miles Davis,106620
Excited,Saba,106558
Run It! (feat. Juelz Santana),Chris Brown,106555
Baby 8,YBN Nahmir,106496
How Bout Now,Drake,106401
Getting Better - Remastered 2009,The Beatles,106190
Needs,ELHAE,106101
Don't Play (feat. The 1975 & Big Sean),Travis Scott,105868
Just a Friend,Biz Markie,105817
Gfym,Blueface,105810
The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! At The Disco,105325
Hi Bich,Bhad Bhabie,105130
Plain Jane REMIX,A$AP Ferg,105075
CLOUT COBAIN | CLOUT CO13A1N - Recorded at Spotify Studios NYC,Denzel Curry,105073
Girls Need Love,Summer Walker,104813
Weigh Ins (feat. Rob Vicious),ALLBLACK,104781
Llama Mind,JPEGMAFIA,104681
feel,eevee,104564
Come & Get It,Krewella,104379
Killamonjaro,KILLY,104238
╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌,Flume,103486
Whole Foods,JPEGMAFIA,103409
Converting...,$uicideBoy$,103216
Don't know why,SwuM,103111
MF GROOVE (with Ravyn Lenae),Smino,102973
Pool,Paramore,102874
Uno,Ambjaay,102797
Planez,Jeremih,102722
03' Adolescence,J. Cole,102623
Amanda,Boston,102617
Bay Gio Thang May,Tuấn Ngọc,102292
Hood Rat Shit,Megan Thee Stallion,102289
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,102260
Evolution (Pretty Good Movie/Pretty Good Theory),$uicideBoy$,102139
FDT,YG,101902
Today (feat. Teo Halm),Omar Apollo,101761
Cocaine (feat. Lil Dicky),Brain,101670
Hood Politics,Kendrick Lamar,101665
Text Me,DPR LIVE,101429
Tiiied (feat. 6LACK & Ella Mai),JID,101407
Who He Think He Is,Ambjaay,100968
Baby Boy,Felly,100945
The Other - Shallou Remix,Lauv,100840
It Gets Better (With Time),The Internet,100671
Stop Snitchin (feat. DaBaby) - Remix,YG,100135
"Denzel Curry on Early Days of Raider Klan, XXXtentacion and SpaceGhostPurrp",No Jumper,100101
everytime,Ariana Grande,100091
Heartless,Denzel Curry,100063
LOOPHOLE,BROCKHAMPTON,100057
Money Honey,Lady Gaga,99933
Flex Like Ouu,Lil Pump,99561
What a Year It’s Been,Injury Reserve,99253
Locationships,YBN Cordae,99111
Do It Like Me (feat. JID),Higher Brothers,99064
NICE,The Carters,98871
Be Yourself,Frank Ocean,98551
Guap,Yaeji,98111
Pursuit Of Happiness (Nightmare),Kid Cudi,98062
Party On Fifth Ave.,Mac Miller,97958
We Rise,San Holo,97737
Crazy In Love - Homecoming Live,Beyoncé,97215
Keep Ya Dick Fat,Tiny Meat Gang,97182
We'll Be Fine,Drake,97046
I Don't Even Know Why Though,Alina Baraz,97030
Falconry (feat. Meyhem Lauren & Big Body Bes),Action Bronson,96911
Stay Safe,Tiny Meat Gang,96600
Wngs,NxWorries,96600
Cat's Eyes and Rosebuds,So Much Light,96460
Big Wheels,Kevin Abstract,96460
Japanese Denim,Rachel Bobbitt,96298
Cut the Check (feat. Chief Keef),Mac Miller,96089
Remind Me to Forget,Kygo,95913
Dead Leaves,slowthai,95858
Real Death,Mount Eerie,95785
Messages From Her,Sabrina Claudio,95641
The Raver - Radio Edit,Ayah Marar,95582
August 10,Khruangbin,95095
Epilogue: Young Forever,BTS,95083
bad guy (with Justin Bieber),Billie Eilish,95049
Celebrate (feat. Rich Homie Quan),DaBaby,94994
Riot,Childish Gambino,94855
"No Hearts, No Love (& Metro Boomin)",Big Sean,94827
Ultimate - Remix,Denzel Curry,94663
I'm Your Sexy Machine,Hotblade,94505
Buried Alive,Logic,94310
Blame,Ekali,94052
3-8 Hot,Smokepurpp,94000
Don't Trip,Zacari,93987
BagBak,Vince Staples,93976
Ridin Spinnaz,Three 6 Mafia,93908
Surfin',Kid Cudi,93710
CINEMA 1,BROCKHAMPTON,93504
Pray 2 The Dope,Maxo Kream,93111
Impaled Vibration,Pissgrave,92928
Days With You,Snakehips,92920
Bust A Move,Young MC,92680
Colors,LOOΠΔ,92100
Issues/Hold On,Teyana Taylor,91850
"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",A$AP Ferg,91768
Drama,ELHAE,91615
Places + Faces,Aminé,91506
Life Itself,Glass Animals,91490
Oddity,What So Not,91328
Rehearse with Ornette,Armand Hammer,90960
Libtard Anthem,JPEGMAFIA,90740
Come Around Ma,Felly,90523
Flight At First Sight/Advanced,Kid Cudi,90501
Drivin' Crazy - Extended Version,Ace,90415
Purge,Bas,90013
Pretty Little Fears (feat. J. Cole),6LACK,89935
Trippin' (feat. Khalid),Buddy,89838
Sunday Candy,Donnie Trumpet & The Social Experiment,89680
Buried Alive Interlude,Drake,89466
Money,Pink Floyd,89264
Static Shock,XXXTENTACION,89253
One and One,Miles Davis,89230
W.A.B,Megan Thee Stallion,89101
CONFUSED!,Kid Cudi,88907
I'll Go Crazy - Live At The Apollo Theater/1962,James Brown,88800
Grace & Mercy,Mick Jenkins,88236
Flu Flamming,Drakeo the Ruler,87954
Patty Cake,Kodak Black,87842
GOSHA,$NOT,87543
Tweakin',Vince Staples,87449
Warpaint,88rising,87328
DANCING,Vicky Vale,87167
Crack A Bottle,Eminem,86920
SAYONARA,Aries,86387
Rescue,Zeds Dead,86225
Pull Up N Wreck (& Metro Boomin),Big Sean,85704
All Girls Are The Same,Juice WRLD,85616
Drive In,MED,85528
HANDGUN (feat. A$AP Rocky),YG,85407
I Think I'm Ian Read,$uicideBoy$,85338
Futura Free,Frank Ocean,85204
Killin' It,Krewella,85138
You Don't Even Know Me,SLANDER,85040
Mind Reader,VersaEmerge,84948
Empty Room - Cabu Remix,Big Wild,84400
Bring U Down,Lil Nas X,84111
flaming hot cheetos,Savage Ga$p,83593
Willie Nelson - insert 2,Miles Davis,83380
Oreo,Rico Nasty,83311
Take You Down,ILLENIUM,83170
Jiggy On The Shits,Sheck Wes,83160
SCENE,BROCKHAMPTON,83040
Grandma's House - Skit,YBN Cordae,82934
burning bridges,Bea Miller,82504
No Problem,Girl Talk,82480
Scholarships,Drake,82382
Put That On My Set,A$AP Mob,82373
fake smile,Ariana Grande,82311
2009,Mac Miller,82293
LIQUID,BROCKHAMPTON,82285
Analog 2,Odd Future,82195
RATCHET SATURN GIRL,Aminé,82123
Underwater Malibu,$uicideBoy$,81842
Ride the Rhythm,Sly & The Family Stone,81640
Backseat (feat. Carly Rae Jepsen),Charli XCX,81564
STAR,BROCKHAMPTON,81559
Solo (Reprise),Frank Ocean,81420
Summer Knights,Joey Bada$$,81317
Cheapest Flight,PREP,81128
Big Enough,Kirin J Callinan,80890
tell no lies,sagun,80833
Destructo Disc,Jasiah,80790
Pt. 2,Kanye West,80763
Bring Out Your Dead,$uicideBoy$,80577
Living In The World Today,GZA,80418
Kid Cudi (Remix),Xavier Wulf,80374
dothatshit!,Playboi Carti,80244
Tomboy,Princess Nokia,80160
Today,Blood Orange,79762
White,Frank Ocean,79664
Lullaby,UMI,79491
Vulture Baby,Blood Orange,79484
Nobody Like You,Kaskade,79483
Nice Boys,Temporex,79266
Options,Hippie Sabotage,79239
"Hannah, I'm Numb",Zac Flewids,79008
Pop That,French Montana,78826
Delicate,Taylor Swift,78535
Lamplight,Bombay Bicycle Club,78461
Old Town Road,Lil Nas X,78423
Games On Your Phone,24kGoldn,78320
Georgia,Kevin Abstract,78170
Almost (Sweet Music),Hozier,77938
Pretty Thoughts - FKJ Remix,Alina Baraz,77864
Impatient Freestyle,Drakeo the Ruler,77520
Anime World,SahBabii,77116
On My Mind (Jorja Smith X Preditah),Jorja Smith,76975
Genghis Khan - Louis the Child Remix,Miike Snow,76901
Toast 2 That (feat. Freddie Gibbs),Cousin Stizz,76760
Ay Caramba,Stay Flee Get Lizzy,76490
Come Over,The Internet,76398
I Am,Jorja Smith,76392
I Fall Apart,Post Malone,76380
"Long, Long, Long - 2018 Mix",The Beatles,75966
Lift You Up - BLVK JVCK ReVibe,Zeds Dead,75876
Fall Through,Mick Jenkins,75720
Photo Ops (Skit),Chance the Rapper,75662
Reinvention,Felly,75213
Dangerous,Ella Mai,75027
Kutless,NxWorries,75007
Girl With the Gold Wrist,Injury Reserve,74879
Love You Better (feat. Chris Brown),King Combs,74688
Summer Is Ending,Jet Age of Tomorrow,74606
SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],Denzel Curry,74590
"Black Tux, White Collar",A$AP Rocky,74586
No,Alison Wonderland,74421
Grown Up,Danny Brown,74346
The Origin of My Depression,Uboa,74106
Do It All Night,Prince,73935
I Been,Ari Lennox,73827
07 Lynch (feat. Daboii),ALLBLACK,73735
Baby Boy,Kevin Abstract,73562
A Tale of 2 Citiez - Live,J. Cole,73480
Miss Murder,AFI,73382
FDD,Jasiah,73132
In The Dark,YG,72894
gone girl,iann dior,72838
SHINE,Aminé,72693
Everyday People - Single Version,Sly & The Family Stone,71820
Shenanigans (feat. Yung Bans),Jasiah,71772
Photograph,offonoff,71330
Winter Blossom (Prod. by 0channel),punchnello,71216
Go To Town,Doja Cat,71139
FUCK ICE 2,WETBACKMANNY,70941
Sweet Lawd - Skit,YBN Cordae,70810
Big Tipper (feat. Lil Keed),Young Thug,70776
Who I Am (Channel Tres Remix),Toro y Moi,70770
Say It - SG Lewis Remix,Flume,70380
Wake Up,Wiz Khalifa,70344
Arizona (feat. AUGUST 08),Rich Brian,70342
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,70246
Lost At Sea,Zedd,70157
Dennis,Roy Blair,70100
i love you,Billie Eilish,69612
borderline (feat. Missy Elliott),Ariana Grande,69561
Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,69551
Sunken Place,Leon Thomas,69520
BRACKETS,J. Cole,69221
Wildin',Berhana,68837
Terminal Sex,Pouya,68552
Night Time,Lil HBK,68502
Good As Hell,Lizzo,68468
"Dance, Baby!",boy pablo,68104
Song 2 - 2012 Remaster,Blur,67825
No One Knows,Queens of the Stone Age,67794
Sunflower Seeds,Bryce Vine,67664
Perspective,Barnes Blvd.,67640
Lifestyle,SOB X RBE,67517
Turn off the Lights,Chris Lake,66945
Killing Spree,Logic,66740
Pressure,RL Grime,66520
I Don't Fuck With You,Big Sean,66498
Hazel,Roy Blair,66456
"Can't Relate (feat. YBN Nahmir, YG)",DaniLeigh,66420
changes,XXXTENTACION,66107
"Snow In The Stadium (feat. Erick The Architect, Meechy Darko, Kirk Knight, CJ Fly & Issa Gold)",Beast Coast,65822
Wassup Bro!,Craig Xen,65616
Be Yourself,Trippie Redd,65469
Ultimate,Denzel Curry,65309
Mr. Clean,Yung Gravy,65200
Playing Around Before the Party Starts,Childish Gambino,65170
"When I Go Out, I Want To Go Out On A Chariot Of Fire",Escape the Fate,64858
TEMPTATION,Joey Bada$$,64610
Low Key,$uicideBoy$,64454
Strange Clouds (feat. Lil Wayne),B.o.B,64267
Where Do We Go from Here?,Mac Ayres,64224
Finale (feat. Nicholas Petricca),Madeon,64052
PHLEXXAS,WETBACKMANNY,63827
Wow Freestyle (feat. Kendrick Lamar),Jay Rock,63675
Macaulay Culkin,JPEGMAFIA,63672
I Couldn't Be More In Love,The 1975,63450
Emergency,Jay Sean,63434
Cha Ching,Slayyyter,63400
Dopamine,Bas,63219
FREE THE HOMIES INTERLUDE,YG,63173
SALLIE MAE,Duckwrth,63123
Help Yo Self,Xavier Wulf,62695
6 Man,Drake,62324
Horizon,Seven Lions,62236
Let You Down,NF,62012
Say It - Clean Bandit Remix,Flume,61720
Shake That,Megan Thee Stallion,61708
RACECAR,Aries,61510
Megan,$NOT,61431
Port,OTR,61398
Ladies,slowthai,61358
Pop Thieves (Make It Feel Good),Childish Gambino,61246
FLIP MO,BROCKHAMPTON,61240
Boogie Nights,Heatwave,61160
Walking Home,Mac Ayres,61131
S.L.U.T.,Bea Miller,61071
Valentino,24kGoldn,61030
IGOR'S THEME,"Tyler, The Creator",60908
Feels,Calvin Harris,60732
French Inhale,[bsd.u],60448
Good Goodbye (feat. Pusha T and Stormzy),Linkin Park,60344
stupid horse,100 gecs,60317
WAR TIME ALL THE TIME,$uicideBoy$,60172
Nephew (feat. Lil Pump),Smokepurpp,60145
Hard (feat. Tay-K and BlocBoy JB),No Jumper,60021
It's Hard To Win When You Always Lose,$uicideBoy$,59987
bblu (feat. Cuban Doll),P-Lo,59849
I Wish You Would,Taylor Swift,59840
Hit the Floor,Linkin Park,59494
"10,000 Degrees",$uicideBoy$,59438
Dangerous World (feat. Travis Scott & YG),Mustard,59256
Blue Velour,Felly,59080
The City,Anderson .Paak,59060
CAN'T GET OVER YOU (feat. Clams Casino),Joji,59020
Trinity Bellwoods,Daniel Caesar,58954
Obrigado,Freddie Gibbs,58880
Plastic 100°C,Sampha,58766
Dancing,Frankie Cosmos,58629
Painkiller Paradise,Lou The Human,58358
Stolen Moments,Cautious Clay,57975
Holding The Gun,Sabrina Claudio,57887
Flat Tummy Tea,Freddie Gibbs,57706
FAKE,BROCKHAMPTON,57642
For the F^_^k Of It,Snakehips,57478
